0.000
0.000
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.000
0.009
0.000
0.000
0.000
0.001
0.004
0.001
0.129
0.323
1.238
0.002
0.238
0.116
0.239
0.325
0.329
4.668
17.122
68.741
0.006
12.972
6.573
7.780
13.105
10.143
95.309
297.131
1154.969
0.005
387.973
67.724
872.726
871.887
872.322
1
5
11
6
1
0.000
0.000
0.001
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.000
0.002
0.000
0.000
0.000
0.000
0.001
0.000
0.012
0.029
0.113
0.000
0.022
0.011
0.022
0.030
0.030
0.778
2.854
11.457
0.001
2.162
1.096
1.297
2.184
1.691
95.309
297.131
1154.969
0.005
387.973
67.724
872.726
871.887
872.322
